"rowKind","section","subdivision","citation","title","classification","classificationBasis","cacheStatus","retrievedAt","contentHash","sourceUrl","selectableRecordIds","analysisRecordIds","analysisStatuses","legacyCleanupQueueIds","duplicateSameCitation","potentialScopeOverlap","priorityArea","actualOffenseCount"
"section","316.535","","Fla. Stat. § 316.535","Maximum weights","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","e2914159280ad3efbe38ce5916cb028de47f85d025a1a44028ee1d92c9ba6e13","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.535.html","","","","","false","false","false",""
"section","316.545","","Fla. Stat. § 316.545","Weight and load unlawful; special fuel and motor fuel tax enforcement; inspection; penalty; review","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","36a1a845c4910d0b4ae706fe6592d25e566db2511876cc6be203e325b53933dd","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.545.html","","","","","false","false","false",""
"section","316.550","","Fla. Stat. § 316.550","Operations not in conformity with law; special permits","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","2ebb0058bf4ba9ccfb79e3ee47a73dd5549395ea3c768522c6e4bdd868d9b8d1","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.550.html","","","","","false","false","false",""
"section","316.555","","Fla. Stat. § 316.555","Weight, load, speed limits may be lowered; condition precedent","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","145841d4d6bf986d690269c62b6f41ee1955d3dd1a12aed0f255af52c6f2d99e","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.555.html","","","","","false","false","false",""
"section","316.560","","Fla. Stat. § 316.560","Damage to highways; liability of driver and owner","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","7c905bf471012efe215edad923477b6b4754314e2ab8d3908fdfca7357c1d557","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.560.html","","","","","false","false","false",""
"section","316.565","","Fla. Stat. § 316.565","Emergency transportation, agricultural products; establishment of weight loads, etc","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","1fd71b9674e1973a3a35f022dc5eac95ced9287558b212a3408bd88218921307","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.565.html","","","","","false","false","false",""
"section","316.600","","Fla. Stat. § 316.600","Health and sanitation hazards","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","b5133cc3630a968beb48f36064300ad80e7b561540891cb86422f26a405fd4df","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.600.html","","","","","false","false","false",""
"section","316.605","","Fla. Stat. § 316.605","Licensing of vehicles","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","74dde97e8c87ea241ecfb479df7392021d7602cdaa67e9fb2c5c1421a33cab64","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.605.html","","","","","false","false","false",""
"section","316.610","","Fla. Stat. § 316.610","Safety of vehicle; inspection","blocked","The section has analysis decisions, but no scope in this section is a current runtime selection.","official_current_cache","2026-09-18T15:26:17.364Z","28b911fe02de71adf5ed413a7e4f3c2569a38642d199de945ba97810557d264a","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.610.html","","fl-section-316.610","held","fl-expired-inspection","false","false","false",""
"scope","316.610","","Fla. Stat. § 316.610","Safety of vehicle; inspection","blocked","The current text concerns unsafe vehicle condition and inspection authority but does not establish the legacy 'expired/no inspection' criminal identity or a standalone misdemeanor/felony grade.","official_current_cache","2026-09-18T15:26:17.364Z","28b911fe02de71adf5ed413a7e4f3c2569a38642d199de945ba97810557d264a","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.610.html","","fl-section-316.610","held","fl-expired-inspection","false","false","false",""
"section","316.613","","Fla. Stat. § 316.613","Child restraint requirements","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","6b90b33ae1c708c3eddf583e4b9792e4205781f1ec74440008cf7fb0cc5515f1","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.613.html","","","","","false","false","false",""
"section","316.614","","Fla. Stat. § 316.614","Safety belt usage","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","a7f22a9cc6210f4b9278e7786103b3b40e81c78303519420d29091113e92c87f","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.614.html","","","","","false","false","false",""
"section","316.615","","Fla. Stat. § 316.615","School buses; physical requirements of drivers","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","8c84ffb141f0232d6109a05a4d0f6249ba18c9f9d8ad56b3a51b04c62462f7e2","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.615.html","","","","","false","false","false",""
"section","316.622","","Fla. Stat. § 316.622","Farm labor vehicles","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","12b3e58c4c1cfa581b17420de9161c5ec2f6f77e7ea2142401730c69f6955cdb","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.622.html","","","","","false","false","false",""
"section","316.635","","Fla. Stat. § 316.635","Courts having jurisdiction over traffic violations; powers relating to custody and detention of minors","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","a030b614bcf25473434db0cff29138407ad6ae08b8ed0a56a2ba19f2a00fbbaa","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.635.html","","","","","false","false","false",""
"section","316.640","","Fla. Stat. § 316.640","Enforcement","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","ba9f80ed175127bdc7f0877173927e7abaf9e02ed05f1a012318ae76462f0d72","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.640.html","","","","","false","false","false",""
"section","316.645","","Fla. Stat. § 316.645","Arrest authority of officer at scene of a traffic crash","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","fc3c8252350d17c742040b3b13d966e10a84f9379aee9f0c0130595153e3c9bc","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.645.html","","","","","false","false","false",""
"section","316.646","","Fla. Stat. § 316.646","Security required; proof of security and display thereof","blocked","The section has analysis decisions, but no scope in this section is a current runtime selection.","official_current_cache","2026-09-18T15:26:17.364Z","885e2748b9ece7eb0add5f210aedc4b7be6001442c074e1908ab253c97570164","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.646.html","","fl-section-316.646","held","fl-driving-without-insurance","false","false","false",""
"scope","316.646","","Fla. Stat. § 316.646","Security required; proof of security and display thereof","blocked","Failure to possess or display proof of required security is graded as a nonmoving traffic infraction; the section does not support the legacy misdemeanor label.","official_current_cache","2026-09-18T15:26:17.364Z","885e2748b9ece7eb0add5f210aedc4b7be6001442c074e1908ab253c97570164","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.646.html","","fl-section-316.646","held","fl-driving-without-insurance","false","false","false",""
"section","316.650","","Fla. Stat. § 316.650","Traffic citations","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","a43dafd23db1ae8e8dbaaa723085d1d3b7d1d4f5fd910cff43653e7b44a2426d","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.650.html","","","","","false","false","false",""
"section","316.655","","Fla. Stat. § 316.655","Penalties","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","2de69d629edc80040cbcc41320808f24ddb691c409b4e5adbf2a8d3e2e7058ff","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.655.html","","","","","false","false","false",""
"section","316.656","","Fla. Stat. § 316.656","Mandatory adjudication; prohibition against accepting plea to lesser included offense","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","b9c0ed083161b4a6b875afbd213cc75d39ae123bf44bafc2167a6fe6a3de4344","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.656.html","","","","","false","false","false",""
"section","316.660","","Fla. Stat. § 316.660","Disposition of fines and forfeitures collected for violations; reporting requirement","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","eea025027fb0fdd7bc8be2ce7554f08eb2043ab7185acb12e19e639b75abc580","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.660.html","","","","","false","false","false",""
"section","316.0745","","Fla. Stat. § 316.0745","Uniform signals and devices","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","68708f7ce36ace33b47508fed649adb90683c3e4d43fe81df57095c0b21813a8","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0745.html","","","","","false","false","false",""
"section","316.0747","","Fla. Stat. § 316.0747","Sale or purchase of traffic control devices by nongovernmental entities; prohibitions","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","a033bcf7276ed5efd93d19863a9f002eebaf450673051e9a33196154d0183b44","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0747.html","","","","","false","false","false",""
"section","316.0755","","Fla. Stat. § 316.0755","Pedestrian control signals","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","13289bd1096c3faa30941275dad968fc67cfe6edf201eb51cc71d1ec48584262","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0755.html","","","","","false","false","false",""
"section","316.0765","","Fla. Stat. § 316.0765","Lane direction control signals","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","289d81af3f37fac0189e9fdfc5524b294b6f27d36726f01454f632395b7066cf","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0765.html","","","","","false","false","false",""
"section","316.0775","","Fla. Stat. § 316.0775","Interference with official traffic control devices or railroad signs or signals","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","4c64628bd6fa3bc49f52fa3e6f64f0236102f4274852ee5e549be420ce796b4d","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0775.html","","","","","false","false","false",""
"section","316.0776","","Fla. Stat. § 316.0776","Traffic infraction detectors; speed detection systems; placement and installation","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","67c3b2098cd03136505bcfbde4db98d08d6b348fe6d65d9356e6c92956e97b32","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0776.html","","","","","false","false","false",""
"section","316.0777","","Fla. Stat. § 316.0777","Automated license plate recognition systems; installation within rights-of-way of State Highway System; public records exemption","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","12c3060f627283d0cffcae798fd2afbbe8f81da3fbba86989992ac043345ca8f","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0777.html","","","","","false","false","false",""
"section","316.0778","","Fla. Stat. § 316.0778","Automated license plate recognition systems; records retention","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","1ee541240cb41e1b7390d4ae84d0f1c457e6c09d23808a2ba3e16fe63850995f","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0778.html","","","","","false","false","false",""
"section","316.0815","","Fla. Stat. § 316.0815","Duty to yield to public transit vehicles","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","f67415fa21e5ca96828d7382cbe882d08f73b2ce781401d0c1a80bfd9eea5ee6","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0815.html","","","","","false","false","false",""
"section","316.0817","","Fla. Stat. § 316.0817","Loading and unloading of bus passengers","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","3773adabe7abfadafc3a2d5336ba58525ff92667ead0b536d15ce815864e82da","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0817.html","","","","","false","false","false",""
"section","316.0825","","Fla. Stat. § 316.0825","Vehicle approaching an animal","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","547f8c8151cfeb6431178dc5269d5fe0ffa66d172bc1fde77a74d9b123f825cd","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0825.html","","","","","false","false","false",""
"section","316.00831","","Fla. Stat. § 316.00831","Distribution of penalties collected under s. 316.0083(1)(b)","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","3e38e46eb2c16d1a0b8f70174d1888999d7211dccb432ddb366b5ab65d2928a4","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.00831.html","","","","","false","false","false",""
"section","316.0875","","Fla. Stat. § 316.0875","No-passing zones","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","816ffdf430992fe0d9efb034a6c007ab1a1991b50e4ba00ca9a8203ff2f324ab","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0875.html","","","","","false","false","false",""
"section","316.0895","","Fla. Stat. § 316.0895","Following too closely","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","a6bb477c65ed6d5b562f33836e6afc7c785b88ce8f1e3a523607b70be0d89c39","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.0895.html","","","","","false","false","false",""
"section","316.1001","","Fla. Stat. § 316.1001","Payment of toll on toll facilities required; penalties","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","d77d7e0658a2ae23631ac884421b5d0c1c5d169ccc9cafed3a1106f28615ee6e","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1001.html","","","","","false","false","false",""
"section","316.1235","","Fla. Stat. § 316.1235","Vehicle approaching intersection in which traffic lights are inoperative","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","ecdd842a0453342d574664de6b989cffa796df8d373f1f5be37f0e26aaa739f7","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1235.html","","","","","false","false","false",""
"section","316.1301","","Fla. Stat. § 316.1301","Traffic regulations to assist blind persons","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","433622cbdc33356fe8b62a9ce9de21dd3e8f48c599b869529a824af2e6c3ba1e","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1301.html","","","","","false","false","false",""
"section","316.1303","","Fla. Stat. § 316.1303","Traffic regulations to assist mobility-impaired persons","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","e1bd87323c656dae95cec91e5ec16ac84d2a7abfd8dd6850dc7dcf505b06f1a1","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1303.html","","","","","false","false","false",""
"section","316.1305","","Fla. Stat. § 316.1305","Fishing from state road bridges","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","2f9d40c23468684c55f743bd76551879ee7cad1d00932a3309446a64d7c597e1","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1305.html","","","","","false","false","false",""
"section","316.1355","","Fla. Stat. § 316.1355","Driving through safety zone prohibited","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","fb17c32a7ebb6b3992c92c2be597d6bc3388e2beb33cb48779ab9856fcca00c3","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1355.html","","","","","false","false","false",""
"section","316.1515","","Fla. Stat. § 316.1515","Limitations on turning around","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","9f605ce37335705d61dbda535957a2f49f0850a2e8f5cc63b5d524ab4ee83dbc","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1515.html","","","","","false","false","false",""
"section","316.1575","","Fla. Stat. § 316.1575","Obedience to traffic control devices at railroad-highway grade crossings","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","fd02834bddeeba595ee4b198aaf6daedf9194f01ad55b778e3d7ff7f559fbaf2","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1575.html","","","","","false","false","false",""
"section","316.1576","","Fla. Stat. § 316.1576","Insufficient clearance at a railroad-highway grade crossing","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","cf62fa921f326ab9d7ebbc0f000e8f9ba9b31af726ef85a24c8a8cae4f555d2c","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1576.html","","","","","false","false","false",""
"section","316.1577","","Fla. Stat. § 316.1577","Employer responsibility for violations pertaining to railroad-highway grade crossings","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","b0921528c504a67eb9e00dfc2061dceee78093373aa8f406b69f2ea07489fecc","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1577.html","","","","","false","false","false",""
"section","316.1891","","Fla. Stat. § 316.1891","Designation of special event zones; definitions; enhanced penalties; vehicle impoundment","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","721fcd394cfb7ed493ac4bc929cef680ae92a53a5f66fa983e446c2ef67bed2e","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1891.html","","","","","false","false","false",""
"section","316.1893","","Fla. Stat. § 316.1893","Establishment of enhanced penalty zones; designation","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","63b196221db13d0eb07e3f9f6b177b249cab87e80d045aad3f9f342c4c48a9a1","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1893.html","","","","","false","false","false",""
"section","316.1894","","Fla. Stat. § 316.1894","School Crossing Guard Recruitment and Retention Program","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","8b04477e1e3c510c338eae702f956d4304a0445901712b41f894a62e8e19445a","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1894.html","","","","","false","false","false",""
"section","316.1895","","Fla. Stat. § 316.1895","Establishment of school speed zones, enforcement; designation","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","659c7fbbbca22f4d9cab8c705eb334a1ea1fa4063b67beb58bcb017e50540619","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1895.html","","","","","false","false","false",""
"section","316.1896","","Fla. Stat. § 316.1896","Roadways maintained as school zones; speed detection system enforcement; penalties; appeal procedure; privacy; reports","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","0825a493d7d7745373e6703ff328e2c7d71a686c80649c9238b72df3aae57b4b","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1896.html","","","","","false","false","false",""
"section","316.1905","","Fla. Stat. § 316.1905","Electrical, mechanical, or other speed calculating devices; power of arrest; evidence","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","fc67d9c26eef130b204864435736207689cb86fa695d287e448f014dbcb85a3f","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1905.html","","","","","false","false","false",""
"section","316.1906","","Fla. Stat. § 316.1906","Radar speed-measuring devices; speed detection systems; evidence, admissibility","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","8c165e4ad8edc81a312f99117a1bb8c1150dd3f621c48debb426c216dce54786","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1906.html","","","","","false","false","false",""
"section","316.1922","","Fla. Stat. § 316.1922","Dangerous excessive speeding","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","a984f30d3ebaaaf4aa21e381f462e86d14b90951e22704393863200963bd6b9e","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1922.html","","","","","false","false","false",""
"section","316.1923","","Fla. Stat. § 316.1923","Aggressive careless driving","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","58926bf0566e35caf94389d40255641eed0606b9053a890a70026b1a836a6e85","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1923.html","","","","","false","false","false",""
"section","316.1925","","Fla. Stat. § 316.1925","Careless driving","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","cdf1ccb454c05bfe6ece33cc9bbd5c99fbf64f8e7d3067e48000d5d658b251db","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1925.html","","","","","false","false","false",""
"section","316.1926","","Fla. Stat. § 316.1926","Additional offenses","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","eb4cd33d730d03bb045f9773995029445df462cb1c8bc164f5402abc3266bad4","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1926.html","","","","","false","false","false",""
"section","316.1932","","Fla. Stat. § 316.1932","Tests for alcohol, chemical substances, or controlled substances; implied consent; refusal","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","4a2caed7ec4103b54e3d90af0d26c5fe870c41350e9696719b4a8f8984c207fd","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1932.html","","","","","false","false","false",""
"section","316.1933","","Fla. Stat. § 316.1933","Blood test for impairment or intoxication in cases of death or serious bodily injury; right to use reasonable force","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","fac3316c44fecab1a0b4e151d4dbd1e515c37a43fdb36df758e8bdc2808b73eb","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1933.html","","","","","false","false","false",""
"section","316.1934","","Fla. Stat. § 316.1934","Presumption of impairment; testing methods","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","af7830495aa70da1575785d05bed909786ee6d5357678410d9439287961aa485","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1934.html","","","","","false","false","false",""
"section","316.1935","","Fla. Stat. § 316.1935","Fleeing or attempting to elude a law enforcement officer; aggravated fleeing or eluding","not_yet_analyzed","Official text is cached, but no explicit analysis establishes offense coverage.","official_current_cache","2026-09-18T15:26:17.364Z","cdbe6e8db70603e041a9adeb2ee75b46c0d0989b4d482622a3d458fb0f12216c","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1935.html","","","","","false","false","false",""
"section","316.1936","","Fla. Stat. § 316.1936","Possession of open containers of alcoholic beverages in vehicles prohibited; penalties","blocked","The section has analysis decisions, but no scope in this section is a current runtime selection.","official_current_cache","2026-09-18T15:26:17.364Z","9df742d1d07a54b0fb430b09e6de2305c5a44569eb4f9c86b76d135c02df1b58","https://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0300-0399/0316/Sections/0316.1936.html","","fl-section-316.1936","held","fl-open-container","false","false","false",""
