"chargeId","catalogLabel","catalogCode","catalogCategory","currentDisposition","currentDispositionReason","proposedAlias","citation","subdivision","officialCodeUrl","officialTitle","sourceStatus","approvedDisplayName","correctedCitation","correctedSubdivision","decision","reviewer","reviewedAt","note"
"pa-minor-in-possession","Minor in Possession of Alcohol","18-6308","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","47 Pa. Cons. Stat. § 4-493(1)","(1)","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=47&div=0&chpt=4&sctn=493&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-money-laundering","Money Laundering","PA money laundering statute","felony","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 5111","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=51&sctn=11&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-murder-in-the-first-degree","Murder in the First Degree","2502(a)","felony","exact_alias_rename","The official Pennsylvania title is supported by an explicit reviewed alias mapping.","Murder","18 Pa.C.S. § 2502(a)","(a)","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=25&sctn=2&subsctn=0","Murder","Verified source in committed manifest","","","","","","",""
"pa-murder-in-the-second-degree","Murder in the Second Degree","2502(b)","felony","exact_alias_rename","The official Pennsylvania title is supported by an explicit reviewed alias mapping.","Murder","18 Pa.C.S. § 2502(b)","(b)","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=25&sctn=2&subsctn=0","Murder","Verified source in committed manifest","","","","","","",""
"pa-noise-violation","Noise Violation / Disturbing the Peace by Noise","18-5503","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 5503(a)(1)","(a)(1)","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=55&sctn=3&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-open-container","Open Container Violation","75-3809","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","75 Pa. Cons. Stat. § 3809","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=75&div=0&chpt=38&sctn=9&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-panhandling","Panhandling / Aggressive Solicitation","18-5503","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 5503","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=55&sctn=3&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-petty-theft","Petty Theft","3921","misdemeanor","exact_alias_rename","The official Pennsylvania title is supported by an explicit reviewed alias mapping.","Theft by unlawful taking or disposition","18 Pa.C.S. § 3921","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=39&sctn=21&subsctn=0","Theft by unlawful taking or disposition","Verified source in committed manifest","","","","","","",""
"pa-possession-of-controlled-substance","Possession of Controlled Substance","35-780-113","misdemeanor","require_exact_reselection","The catalog citation is not an exact Pennsylvania Consolidated Statutes citation; no unconsolidated, federal, or inferred substitute is accepted.","","35 Pa. Stat. § 780-113(a)(16)","Exact subdivision unresolved","","","Citation needs exact official reselection","","","","","","",""
"pa-possession-of-drug-paraphernalia","Possession of Drug Paraphernalia","35-780-113(a)(32)","misdemeanor","require_exact_reselection","The catalog citation is not an exact Pennsylvania Consolidated Statutes citation; no unconsolidated, federal, or inferred substitute is accepted.","","35 Pa. Stat. § 780-113(a)(32)","Exact subdivision unresolved","","","Citation needs exact official reselection","","","","","","",""
"pa-possession-of-prohibited-weapon","Possession of Prohibited Weapon","908","felony","require_exact_reselection","The official Pennsylvania title ""Prohibited offensive weapons"" is not an exact or explicitly reviewed mapping for the catalog label.","Prohibited offensive weapons","18 Pa. Cons. Stat. § 908","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=9&sctn=8&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-possession-small-amount-marijuana","Possession of Small Amount of Marijuana","13-a30","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","35 Pa. Cons. Stat. § 780-113(a)(31)","(a)(31)","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=35&div=0&chpt=780&sctn=113&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-possession-with-intent-to-distribute","Possession with Intent to Distribute","35-780-113(a)(30)","felony","require_exact_reselection","The catalog citation is not an exact Pennsylvania Consolidated Statutes citation; no unconsolidated, federal, or inferred substitute is accepted.","","35 Pa. Stat. § 780-113(a)(30)","Exact subdivision unresolved","","","Citation needs exact official reselection","","","","","","",""
"pa-probation-violation","Probation Violation","42-9771","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","42 Pa. Cons. Stat. § 9771","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=42&div=0&chpt=97&sctn=71&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-protective-order-violation","Violation of Protective Order","23-6114","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","23 Pa. Cons. Stat. § 6114","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=23&div=0&chpt=61&sctn=14&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-public-drunkenness","Public Drunkenness","5505","misdemeanor","require_exact_reselection","The official Pennsylvania title ""Public drunkenness and similar misconduct"" is not an exact or explicitly reviewed mapping for the catalog label.","Public drunkenness and similar misconduct","18 Pa. Cons. Stat. § 5505","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=55&sctn=5&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-rape-in-the-first-degree","Rape","3121","felony","retain","Catalog label matches the official Pennsylvania title.","Rape","18 Pa. Cons. Stat. § 3121","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=31&sctn=21&subsctn=0","Rape","Verified source in committed manifest","","","","","","",""
"pa-recidivist-enhancement","Prior Felony / Recidivist Sentencing Enhancement","PA habitual offender / recidivist statute","felony","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","42 Pa. Cons. Stat. § 9714","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=42&div=0&chpt=97&sctn=14&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-reckless-driving","Reckless Driving","3736","misdemeanor","retain","Catalog label matches the official Pennsylvania title.","Reckless driving","75 Pa. Cons. Stat. § 3736","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=75&div=0&chpt=37&sctn=36&subsctn=0","Reckless driving","Verified source in committed manifest","","","","","","",""
"pa-reckless-driving-criminal","Reckless/Careless Driving (Criminal)","75-3736","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","75 Pa. Cons. Stat. § 3736","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=75&div=0&chpt=37&sctn=36&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-resisting-arrest","Resisting Arrest / Obstruction","18-5104","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 5104","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=51&sctn=4&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-retail-theft","Retail Theft","3929","misdemeanor","retain","Catalog label matches the official Pennsylvania title.","Retail theft","18 Pa. Cons. Stat. § 3929","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=39&sctn=29&subsctn=0","Retail theft","Verified source in committed manifest","","","","","","",""
"pa-rico-organized-crime","RICO / Organized Crime (Racketeering)","PA organized crime / racketeering statute","felony","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 911","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=9&sctn=11&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-robbery-in-the-first-degree","Robbery in the First Degree","3701","felony","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 3701(a)(1)(i)","(a)(1)(i)","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=37&sctn=1&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-robbery-in-the-second-degree","Robbery in the Second Degree","3701","felony","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 3701(a)(1)(ii)","(a)(1)(ii)","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=37&sctn=1&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-sexual-assault-in-the-second-degree","Sexual Assault in the Second Degree","3124.1","felony","require_exact_reselection","Official Pennsylvania General Assembly section 18-3124.1 could not be verified.","","18 Pa.C.S. § 3124.1","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=31&sctn=24.1&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-sexual-assault-in-the-third-degree","Indecent Assault","3126","felony","retain","Catalog label matches the official Pennsylvania title.","Indecent assault","18 Pa.C.S. § 3126","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=31&sctn=26&subsctn=0","Indecent assault","Verified source in committed manifest","","","","","","",""
"pa-sexual-exploitation-of-minor","Sexual Exploitation of Minor","6312","felony","exact_alias_rename","The official Pennsylvania title is supported by an explicit reviewed alias mapping.","Sexual abuse of children","18 Pa. Cons. Stat. § 6312","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=63&sctn=12&subsctn=0","Sexual abuse of children","Verified source in committed manifest","","","","","","",""
"pa-simple-assault","Simple Assault","2701","misdemeanor","retain","Catalog label matches the official Pennsylvania title.","Simple assault","18 Pa. Cons. Stat. § 2701","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=27&sctn=1&subsctn=0","Simple assault","Verified source in committed manifest","","","","","","",""
"pa-solicitation","Solicitation / Prostitution","18-5902","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 5902(e)","(e)","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=59&sctn=2&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-statutory-rape","Statutory Rape","3122.1","felony","require_exact_reselection","Official Pennsylvania General Assembly section 18-3122.1 could not be verified.","","18 Pa. Cons. Stat. § 3122.1","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=31&sctn=22.1&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-tax-fraud","Tax Fraud","7354","felony","require_exact_reselection","The catalog citation is not an exact Pennsylvania Consolidated Statutes citation; no unconsolidated, federal, or inferred substitute is accepted.","","72 P.S. § 7354","Exact subdivision unresolved","","","Citation needs exact official reselection","","","","","","",""
"pa-theft-by-receiving","Theft by Receiving","3925","misdemeanor","exact_alias_rename","The official Pennsylvania title is supported by an explicit reviewed alias mapping.","Receiving stolen property","18 Pa. Cons. Stat. § 3925","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=39&sctn=25&subsctn=0","Receiving stolen property","Verified source in committed manifest","","","","","","",""
"pa-theft-by-unlawful-taking","Theft by Unlawful Taking","3921","misdemeanor","require_exact_reselection","The official Pennsylvania title ""Theft by unlawful taking or disposition"" is not an exact or explicitly reviewed mapping for the catalog label.","Theft by unlawful taking or disposition","18 Pa. Cons. Stat. § 3921","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=39&sctn=21&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-trespass-after-warning","Trespass After Warning / Return After Ban","18-3503","misdemeanor","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 3503","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=35&sctn=3&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-truancy","Truancy / Chronic Absenteeism","13-1333","misdemeanor","require_exact_reselection","The exact official unconsolidated-statute retrieval path is approved, but publication remains withheld until attorney review confirms that the legacy text substantively supports this catalog charge; secondary, inferred, nearby, and alternate citations are rejected.","","24 P.S. § 13-1333","Whole section","https://www.palegis.us/statutes/unconsolidated/law-information/view-statute?actNum=0014.&sessInd=0&sessYr=1949&smthLwInd=0&chpt=13&sctn=33","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-unlawful-carrying-of-weapon","Unlawful Carrying of Weapon","6106","misdemeanor","exact_alias_rename","The official Pennsylvania title is supported by an explicit reviewed alias mapping.","Firearms not to be carried without a license","18 Pa. Cons. Stat. § 6106","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=61&sctn=6&subsctn=0","Firearms not to be carried without a license","Verified source in committed manifest","","","","","","",""
"pa-vandalism","Vandalism","3304","misdemeanor","exact_alias_rename","The official Pennsylvania title is supported by an explicit reviewed alias mapping.","Criminal mischief","18 Pa. Cons. Stat. § 3304","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=33&sctn=4&subsctn=0","Criminal mischief","Verified source in committed manifest","","","","","","",""
"pa-vehicular-homicide","Vehicular Homicide","75-3735","felony","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","75 Pa. Cons. Stat. § 3732","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=75&div=0&chpt=37&sctn=32&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
"pa-voluntary-manslaughter","Voluntary Manslaughter","2503","felony","retain","Catalog label matches the official Pennsylvania title.","Voluntary manslaughter","18 Pa.C.S. § 2503","Whole section","https://www.legis.state.pa.us/cfdocs/legis/LI/consCheck.cfm?txtType=HTM&ttl=18&div=0&chpt=25&sctn=3&subsctn=0","Voluntary manslaughter","Verified source in committed manifest","","","","","","",""
"pa-wire-fraud","Wire Fraud","18-4107","felony","require_exact_reselection","The catalog code does not exactly support every cited Pennsylvania statutory section and subdivision.","","18 Pa. Cons. Stat. § 3922","Whole section","https://www.palegis.us/statutes/consolidated/view-statute?txtType=HTM&ttl=18&div=0&chpt=39&sctn=22&subsctn=0","","Source reference exists; exact official text is withheld","","","","","","",""
