chargeId,catalogLabel,proposedAlias,citation,subdivision,officialCodeUrl,approvedDisplayName,decision,reviewer,reviewedAt,note
nc-larceny-misdemeanor,Misdemeanor Larceny,Larceny of property; receiving stolen goods or possessing stolen goods,N.C. Gen. Stat. § 14-72,(a),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.html,Larceny - Receiving or Possesing Stolen Goods,approve,Shahab Asghar,2026-09-02,Note that subsection (a) defines both felony and misdemeanor larceny 
nc-littering,Littering / Illegal Dumping,Littering,N.C. Gen. Stat. § 14-399,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-399.html,Littering,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-399.html
nc-loitering,Loitering,Disorderly conduct in and injuries to public buildings and facilities,N.C. Gen. Stat. § 14-132,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-132.html,Disorderly Conduct - Vandalism of Public Property,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-132.html
nc-mail-fraud,Mail Fraud,Obtaining property by false pretenses,N.C. Gen. Stat. § 14-100(a),(a),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-100.html,Obtaining property by false pretenses,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-100.html
nc-maintaining-drug-house,Maintaining Drug House,Prohibited acts; penalties,N.C. Gen. Stat. § 90-108(a)(7),(a)(7),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-108.html,,reject,Shahab Asghar,2026-09-02,"This provision is about people licensed to handle controlled substances abusing their power in some way (eg distributing to someone who is not allowed to receive the substance, to change labelling, to sell outside of the condictions of the license etc). "
nc-manufacturing-controlled-substance,Manufacturing Controlled Substance,Violations; penalties,N.C. Gen. Stat. § 90-95(a)(1),(a)(1),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html,Manufacturing Controlled Substance,approve,Shahab Asghar,2026-09-02,"Note that there are a number of other separate charges in this section e.g. intent to distribute counterfeit substance (a)(2); possession of controlled substance (a)(3). If those aren't captured elsewhere, we should capture them. "
nc-menacing,Menacing,Communicating threats,N.C. Gen. Stat. § 14-277.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-277.1.html,Communicating threats,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-277.1.html
nc-minor-in-possession,Minor in Possession of Alcohol,Sale to or purchase by underage persons,N.C. Gen. Stat. § 18B-302(b),(b),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_18B/GS_18B-302.html,Sell to or Purchase by Minors,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_18B/GS_18B-302.html
nc-murder-in-the-first-degree,Murder in the First Degree,Murder in the first and second degree defined; punishment,N.C. Gen. Stat. § 14-17,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-17.html,Murder in the First Degree,reject,Shahab Asghar,2026-09-02,"This is not an attempted murder charge, this citation is for actual murder. Also there are different charges by subsection. Subsection (a) is Murder in the First Degree. Update this. Subjsection (b) is Murder in the Second Degree. "
nc-murder-in-the-second-degree,Murder in the Second Degree,Murder in the first and second degree defined; punishment,N.C. Gen. Stat. § 14-17(b),(b),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-17.html,Murder in the Second Degree,approve,Shahab Asghar,2026-09-02,"This is not an attempted murder charge, this citation is for actual murder. Also there are different charges by subsection. Subsection (a) is Murder in the First Degree. Update this. Subjsection (b) is Murder in the Second Degree. "
nc-petty-theft,Petty Theft,Larceny of property; receiving stolen goods or possessing stolen goods,N.C. Gen. Stat. § 14-72,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.html,Larceny - Receiving or Possesing Stolen Goods,approve,Shahab Asghar,2026-09-02,Note that subsection (a) defines both felony and misdemeanor larceny 
nc-possession-marijuana-up-to-half-oz,Possession of Marijuana up to 0.5 oz,Violations; penalties,N.C. Gen. Stat. § 90-95(d)(4),(d)(4),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html,Possession of Marijuana,approve,Shahab Asghar,2026-09-02,"The section (d)(4) includes different penalties based on the amount in possession, and whether it has been converted to hashish. Might be difficult to capture these differences. "
nc-possession-of-controlled-substance,Possession of Controlled Substance,Violations; penalties,N.C. Gen. Stat. § 90-95(a)(3),(a)(3),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html,Possession of Controlled Substance,pending,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html
nc-possession-of-prohibited-weapon,Possession of Prohibited Weapon,"Manufacture, assembly, possession, storage, transportation, sale, purchase, delivery, or acquisition of weapon of mass death and destruction; exceptions",N.C. Gen. Stat. § 14-288.8,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-288.8.html,"Manufacture, Assembly, Possession, Storage, Transportation, Sale, Purchase, Delivery, or Acquisition of WMDs",pending,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-288.8.html
nc-possession-with-intent-to-distribute,Possession with Intent to Distribute,Violations; penalties,N.C. Gen. Stat. § 90-95(a)(1),(a)(1),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_90/GS_90-95.html,Distribution or Intent to Distribute Controlled Substance,approve,Shahab Asghar,2026-09-02,"Note that there are a number of other separate charges in this section e.g. intent to distribute counterfeit substance (a)(2); possession of controlled substance (a)(3). If those aren't captured elsewhere, we should capture them. "
nc-probation-violation,Probation Violation,Response to violations; alteration and revocation,N.C. Gen. Stat. § 15A-1344,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_15A/GS_15A-1344.html,,reject,Shahab Asghar,2026-09-02,"This is a logistical provision regarding the response to a probation violation, not the charge itself. Relevant to penalties if a user says they were on probation when they received their new charge, but not a separate charge for the interface. "
nc-protective-order-violation,Violation of Protective Order,Violation of valid protective order,N.C. Gen. Stat. § 50B-4.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_50B/GS_50B-4.1.html,Violation of Protective Order,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_50B/GS_50B-4.1.html
nc-public-intoxication,Public Intoxication,Intoxicated and disruptive in public,N.C. Gen. Stat. § 14-444,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-444.html,Intoxicated and Distruptive in Public,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-444.html
nc-rape-in-the-first-degree,Rape in the First Degree,First-degree forcible rape,N.C. Gen. Stat. § 14-27.21,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.21.html,Rape (Forcible) - First Degree,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.21.html
nc-rape-in-the-second-degree,Rape in the Second Degree,Second-degree forcible rape,N.C. Gen. Stat. § 14-27.22,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.22.html,Rape (Forcible) - Second Degree,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.22.html
nc-recidivist-enhancement,Prior Felony / Recidivist Sentencing Enhancement,Persons defined as habitual felons,N.C. Gen. Stat. § 14-7.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-7.1.html,Habitual Felon,approve,Shahab Asghar,2026-09-02,"This isn't really a separate charge, rather a sentencing multiplier. So it would not appear as a separate charge, but rather something we explain if a person has had prior convictions. "
nc-residential-burglary,Residential Burglary,First and second degree burglary,N.C. Gen. Stat. § 14-51,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-51.html,Burglary,approve,Shahab Asghar,2026-09-02,"This should be split up into separate charges based on subsection, since they have different charge classes 1)  ""Burglary - First Degree"" (a); 2) ""Burglary - Second Degree"" (b)"
nc-resist-delay-obstruct,"Resist, Delay, or Obstruct Officer",Resisting officers,N.C. Gen. Stat. § 14-223,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-223.html,Resisting Officers,approve,Shahab Asghar,2026-09-02,"The different subsections sections assign different penalties based on level of injury to the officer (none, serious injury, serious bodily injury - we should account for this in the platform. https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-223.html"
nc-resisting-arrest,Resisting Arrest / Obstruction,Resisting officers,N.C. Gen. Stat. § 14-223,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-223.html,Resisting Officers,approve,Shahab Asghar,2026-09-02,"The different subsections sections assign different penalties based on level of injury to the officer (none, serious injury, serious bodily injury - we should account for this in the platform. https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-223.html"
nc-rico-organized-crime,RICO / Organized Crime (Racketeering),Prohibited activities,N.C. Gen. Stat. § 75D-4,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_75D/GS_75D-4.html,Rackateering,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_75D/GS_75D-4.html
nc-robbery-in-the-first-degree,Robbery in the First Degree,Robbery with firearms or other dangerous weapons,N.C. Gen. Stat. § 14-87,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-87.html,Armed Robbery,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-87.html
nc-robbery-in-the-second-degree,Robbery in the Second Degree,Punishment for common-law robbery,N.C. Gen. Stat. § 14-87.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-87.1.html,,reject,Shahab Asghar,2026-09-02,This is just an expanded definition for common law robbery. Row 95 covers Armed Robbery
nc-sexual-assault-in-the-first-degree,Sexual Assault in the First Degree,First-degree forcible rape,N.C. Gen. Stat. § 14-27.21,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.21.html,Rape (Forcible) - First Degree,approve,Shahab Asghar,2026-09-02,Already covered in row 88 - https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.21.html
nc-sexual-assault-in-the-second-degree,Sexual Assault in the Second Degree,First-degree forcible sexual offense,N.C. Gen. Stat. § 14-27.26,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.26.html,Sexual Offense (Forcible) - First Degree,approve,Shahab Asghar,2026-09-02,"Category is not quite right, but close enough - https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.21.html"
nc-sexual-assault-in-the-third-degree,Sexual Assault in the Third Degree,Second-degree forcible sexual offense,N.C. Gen. Stat. § 14-27.27,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.27.html,Sexual Offense (Forcible) - Second Degree,approve,Shahab Asghar,2026-09-02,"Category is not quite right, but close enough - https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.27.html"
nc-sexual-exploitation-of-minor,Sexual Exploitation of Minor,First degree sexual exploitation of a minor,N.C. Gen. Stat. § 14-190.16,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-190.16.html,Sexual Exploitation of Minor - First Degree,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-190.16.html
nc-shoplifting,Shoplifting,Concealment of merchandise in mercantile establishments,N.C. Gen. Stat. § 14-72.1,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.1.html,Shoplifting (Concealment of Merchandise),approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-72.1.html
nc-simple-assault,Simple Assault,"Misdemeanor assaults, batteries, and affrays, simple and aggravated; punishments",N.C. Gen. Stat. § 14-33,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-33.html,Assault and Battery (Simple) ,approve,Shahab Asghar,2026-09-02,"There are variations throughout this provision which impact the penalty, including who the target is, level of injury etc. Particularly in subsections (b) and (c) - we should try to account for these differences. See my prior flag in row 11"
nc-solicitation,Solicitation / Prostitution,Prostitution,N.C. Gen. Stat. § 14-204,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-204.html,Prostitution,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-204.html
nc-statutory-rape,Statutory Rape,Statutory sexual offense with a person who is 15 years of age or younger,N.C. Gen. Stat. § 14-27.30,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.30.html,Statutory Sexual Offense,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-27.30.html
nc-tax-fraud,Tax Fraud,Penalties; situs of violations; penalty disposition,N.C. Gen. Stat. § 105-236(a)(7),(a)(7),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_105/GS_105-236.html,Tax Evasion,approve,Shahab Asghar,2026-09-02,"This is a provision for penalties for various different financial fraud charges, not just tax fraud. It appears to largely cover wire fraud, bad checks, failure to obtain a license, and failure to file a tax return. (a)(7) does cover Tax Evasion"
nc-theft-by-receiving,Theft by Receiving,Receiving stolen goods; receiving or possessing goods represented as stolen,N.C. Gen. Stat. § 14-71,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-71.html,Receiving or Possessing Stolen Goods,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-71.html
nc-trespass-after-warning,Trespass After Warning / Return After Ban,Domestic criminal trespass,N.C. Gen. Stat. § 14-134.3,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-134.3.html,Domestic Criminal Trespass,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-134.3.html
nc-trespassing,Trespassing,First degree trespass,N.C. Gen. Stat. § 14-159.12,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-159.12.html,Trespass - First Degree,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-159.12.html
nc-truancy,Truancy / Chronic Absenteeism,School social workers; reports; prosecutions,N.C. Gen. Stat. § 115C-381,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_115C/GS_115C-381.html,,reject,Shahab Asghar,2026-09-02,"This is not a charge, this is guidance for school social workers. Remove"
nc-unlawful-carrying-of-weapon,Unlawful Carrying of Weapon,Carrying concealed weapons,N.C. Gen. Stat. § 14-269,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-269.html,Carrying Concealed Weapon,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-269.html
nc-unregistered-vehicle,Operating Unregistered / Uninsured Vehicle,Restrictions as to tire equipment,N.C. Gen. Stat. § 20-122,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-122.html,,reject,Shahab Asghar,2026-09-02,"This does not carry misdemeanor of felony penalties, it is not the type of charge appropriate for OpenDefender"
nc-vandalism,Vandalism,Willful and wanton injury to real property,N.C. Gen. Stat. § 14-127,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-127.html,Willful and Wonton Injury to Real Property,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-127.html
nc-vehicular-homicide,Vehicular Homicide,Felony and misdemeanor death by vehicle; felony serious injury by vehicle; aggravated offenses; repeat felony death by vehicle,N.C. Gen. Stat. § 20-141.4,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_20/GS_20-141.4.html,Death or Serious Injury by Vehicle,approve,Shahab Asghar,2026-09-02,There are variations throughout this provision which impact the penalty. These include level of injury (death vs serious injury) and whether it was a repeat offense. Important for penalty estimates. 
nc-voluntary-manslaughter,Voluntary Manslaughter,Punishment for manslaughter,N.C. Gen. Stat. § 14-18,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-18.html,,reject,Shahab Asghar,2026-09-02,"This is not the charge, just the punishment for manslaughter"
nc-wire-fraud,Wire Fraud,Obtaining property by false pretenses,N.C. Gen. Stat. § 14-100,Whole section,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-100.html,Obtaining property by false pretenses,approve,Shahab Asghar,2026-09-02,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_14/GS_14-100.html
